sensor,tk230134,25.8916015625,52.68984107336146,1007.1259923583431,51.24622951058243,50,2025-07-24 00:10:16.539739
sensor,tk230134,25.886328125,51.994692561468085,1007.1016341637342,51.38600267528616,50,2025-07-24 00:10:21.715548
sensor,tk230134,25.8966796875,52.25037708257434,1007.0682247465527,51.377898935816546,50,2025-07-24 00:10:26.903058
sensor,tk230134,25.912109375,51.98356902685703,1007.0925821119746,51.489721401365344,50,2025-07-24 00:10:32.080002
sensor,tk230134,25.9017578125,52.234138367744094,1007.084565741907,51.36110261071242,50,2025-07-24 00:10:37.274770
sensor,tk230134,25.88125,52.67270471264973,1007.1023054762766,51.48102819701447,50,2025-07-24 00:10:42.448979
sensor,tk230134,25.912109375,52.64551280536655,1007.1049751069664,51.45588994004014,50,2025-07-24 00:10:47.622967
sensor,tk230134,25.886328125,52.45012441046197,1007.0842934067675,51.411141325625785,50,2025-07-24 00:10:52.796446
sensor,tk230134,25.8966796875,52.76212833668165,1007.1049476371113,51.263259841659874,50,2025-07-24 00:10:57.970924
sensor,tk230134,25.87109375,52.305541656992844,1007.0776117390668,51.67084405884118,50,2025-07-24 00:11:03.143871
sensor,tk230134,25.87109375,53.12831216793784,1007.105646366306,50.938968536868146,50,2025-07-24 00:11:08.316820
sensor,tk230134,25.850390625,52.41661107708857,1007.0762767934823,51.64007508709042,50,2025-07-24 00:11:13.490641
sensor,tk230134,25.8556640625,52.87780815237763,1007.1143339859821,51.4276078026016,50,2025-07-24 00:11:18.663493
sensor,tk230134,25.8453125,52.63500109569635,1007.0983272288229,51.10895550121718,50,2025-07-24 00:11:23.844568
sensor,tk230134,25.840234375,52.498962482669185,1007.0836556442566,51.3826374486988,50,2025-07-24 00:11:29.025454
sensor,tk230134,25.850390625,53.06112273625659,1007.1003592803662,51.16182330655741,50,2025-07-24 00:11:34.198967
sensor,tk230134,25.8453125,52.865759857252364,1007.0943737898889,51.08662301211793,50,2025-07-24 00:11:39.383734
sensor,tk230134,25.8453125,52.82684311614461,1007.0800100945202,51.35187623383247,50,2025-07-24 00:11:44.564858
sensor,tk230134,25.8556640625,52.577411745906865,1007.0933160560962,51.23193454080986,50,2025-07-24 00:11:49.737894
sensor,tk230134,25.8556640625,52.66637526897921,1007.0482155294256,51.777033212150556,50,2025-07-24 00:11:54.925735
sensor,tk230134,25.8453125,52.54374958307667,1007.1190679722278,51.354684478502314,50,2025-07-24 00:12:00.103664
sensor,tk230134,25.840234375,52.76059131568061,1007.0930380224048,51.36304518275496,50,2025-07-24 00:12:05.280105
sensor,tk230134,25.8453125,52.949621509056136,1007.082320257829,51.36866095450294,50,2025-07-24 00:12:10.454433
sensor,tk230134,25.83515625,52.45372926323067,1007.0880270930621,51.33509270916948,50,2025-07-24 00:12:15.627413
sensor,tk230134,25.8453125,52.688312279314246,1007.0726331031303,51.39942349866402,50,2025-07-24 00:12:20.802244
sensor,tk230134,25.840234375,52.93278232374963,1007.1110508535664,51.17602854962086,50,2025-07-24 00:12:25.979955
sensor,tk230134,25.8658203125,52.6606636833851,1007.0806499079658,51.28784082312737,50,2025-07-24 00:12:31.152655
sensor,tk230134,25.83515625,53.099250920745696,1007.0893628204383,51.36304518275496,50,2025-07-24 00:12:36.324983
